18.41,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.42,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.43,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.44,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.45,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.46,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.47,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.48,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.49,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.50,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.51,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.52,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.53,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.54,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.55,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.56,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.57,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.58,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.59,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.60,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.61,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.62,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.63,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.64,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.65,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.66,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.67,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.68,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.69,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.70,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.71,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.72,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.73,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.74,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.75,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.76,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.77,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.78,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.79,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.80,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.81,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.82,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.83,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.84,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.85,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.86,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.87,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.88,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.89,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.90,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.91,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.92,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.93,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.94,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.95,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.96,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.97,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.98,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
18.99,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.00,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.01,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.02,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.03,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.04,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.05,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.06,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.07,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.08,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.09,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.10,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.11,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.12,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.13,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.14,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.15,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.16,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.17,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.18,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.19,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.20,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.21,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.22,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.23,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.24,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.25,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.26,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.27,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.28,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.29,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.30,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.31,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.32,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.33,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.34,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.35,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.36,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.37,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.38,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.39,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.40,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.41,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.42,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.43,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.44,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.45,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.46,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.47,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.48,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.49,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.50,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.51,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.52,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.53,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.54,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.55,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.56,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.57,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.58,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.59,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.60,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.61,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.62,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.63,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.64,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.65,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.66,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.67,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.68,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.69,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.70,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.71,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.72,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.73,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.74,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.75,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.76,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.77,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.78,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.79,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.80,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.81,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.82,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.83,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.84,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.85,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.86,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.87,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.88,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.89,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.90,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.91,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.92,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.93,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.94,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.95,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.96,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.97,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.98,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
19.99,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.00,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.01,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.02,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.03,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.04,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.05,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.06,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.07,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.08,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.09,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.10,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.11,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.12,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.13,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.14,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.15,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.16,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.17,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.18,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.19,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.20,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.21,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.22,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.23,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.24,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.25,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.26,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.27,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.28,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.29,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.30,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.31,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.32,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.33,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.34,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.35,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.36,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.37,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.38,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.39,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.40,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.41,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.42,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.43,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.44,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.45,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.46,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.47,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.48,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.49,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.50,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.51,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.52,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.53,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.54,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.55,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.56,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.57,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.58,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.59,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.60,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.61,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.62,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.63,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.64,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.65,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.66,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.67,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.68,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.69,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.70,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.71,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.72,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.73,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.74,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.75,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.76,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.77,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.78,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.79,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.80,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.81,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.82,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.83,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.84,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.85,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.86,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.87,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.88,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.89,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.90,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.91,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.92,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.93,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.94,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.95,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.96,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.97,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.98,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
20.99,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.00,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.01,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.02,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.03,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.04,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.05,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.06,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.07,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.08,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.09,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.10,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.11,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.12,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.13,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.14,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.15,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.16,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.17,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.18,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.19,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.20,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.21,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.22,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.23,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.24,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
21.25,-0.683531463146,1.514051437378,-1.057518243790,1.694755196571,-0.725957691669,2.382472753525
